id_comentario	comentario	rotulo
UgzB1nkvmAfwJOJWvWR4AaABAg.9N3hJ2tBDY69N5FZ-096hj	falou tudo mano kkkkk	0
UgyjXRcc_x6kIySNbTR4AaABAg	tristeza e vidas de policias sendo perdida pra defender muitas vidas que nem um bom dia dao a eles no dia a dia quanto aos bandidos nao fazia falta e nem deveria ter existido	1
Ugxqaj7zsTCrkoJfzQp4AaABAg.9N0Qy6WSkp29N0RH9w9EQD	a policia atira porque e recebida a bala seu marmita de traficante	1
UgzoIxNEsKFxXGYx83B4AaABAg	parabens aos policiaisque deus conforte o policial do core que faleceuagora da nojo dessa impressa lixo que trata esses bandidos como cidadao	1
UgyZlcOmRuN42bCW5Cl4AaABAg	que morra todos os vagabundos	1
UgzaJBb2eHPMlYlA4fp4AaABAg	lamentavel pelo ocorrido viu nao pelas mortes dos bandidos mas pelos moradores que sao de bem pelas pessoas que estavam indo trabalhar e estavam no meio disso tudo	1
UgwQg60QNnOvhChOgxl4AaABAg	24 vagabundos no colo do capeta parabens aos policiais merecem serem condecorados meus sentimentos a familiares e amigos do policial que perdeu a vida morreu como heroi	1
Ugy78iBwOefTOKA63-N4AaABAg	27 cpf cancelados com sucesso  e eles agora vao traficar aondeee no infernooo vao roubar mais alguem  aonde no infernoooo vao fumar maconha aonde no infernoo ja vai tardeeeeee	1
UgzJnGhdE-_grEZmX2t4AaABAg	tropa de elite na vida real kkkk	0
UgzicYwAB-65hW7OlxV4AaABAg	a midia e suja kkkk	0
Ugxto0OOrtn48CoshF94AaABAg	parabens a policia civil e meus pesames a familia do policial	1
UgygPxudGaPrTmF-VbB4AaABAg	menos 24 vagabundos pra aterrorizar a populacao de bem do jacarezinho parabens aos policiais	1
UgzL8sKqDr24b-3FWKV4AaABAg	24 cpfs cancelados ja foram tarde a unica tristeza foi a morte do policial parabens governador 	1
UgxkDkp6pv6nMb7CcqB4AaABAg	quem manda  usa arma	1
UgxnIBlaWxxsLlVjnTd4AaABAg	meu deus que situacao	0
Ugw6oes9xr4BiWGiO5p4AaABAg	duas pessoas paleadas no metro um foi de raspao e o outro foi estilhaco do vidro	0
UgxjTGskSlBeNMEH0Px4AaABAg	caramba oq os caras ia fazer com uma bala de canhao	0
UgxBp9EvuEQoamyHSDd4AaABAg	parabens aos policiasesses sao herois de verdade	1
UgzBvigeZEYWbpPa1Xl4AaABAg	ta com do adote um bandido	1
UgwnJQOFNZm4x3g1ED94AaABAg	criterio de analise de cu e rola	0
UgxVZIySfAgrXS4WQrF4AaABAg	parabens aos policiais mandem esse pessoal dos dh prender os suspeitos sem dar tiro la no morro com a bala chovendo encima deles novamente parabens pena que morreu um policial que deus conforte sua alma e familia e que esses 24 apodrecam vcs sabem aonde	1
Ugz2hotn-hJW8LK0tYh4AaABAg.9N0GSCkGAG09NHdJ79uo-F	leandro coelho voce nao mas voce nao e o unico verme no mundo ne    um dia voce vai lembrar dessa frase com pesare eu nao queria estar na tua pele	0
UgxKsmLNAs7Ch1CoTEl4AaABAg.9N1Ez416RPj9N1wJyNqsCz	lorex anti xr vc e homem ridiculo n tem sentimentos duvido se fosse seu filho mesmo que vc sofreu pra pari vc iria agradecer  ate deus fica triste com isso pq todos nos somos filhos do senhor e ele ama todos nos inclusive os assassinos ladroes e traficantes  e ninguem deve ficar feliz com a morte de ninguem	-1
Ugwo0lsbDCKQ7j0Fy-F4AaABAg	parabens guerreiros	1
UgxCMQPR67iSxlL3ZrJ4AaABAg.9N0KhZr4AkK9N0T3e4Ahqp	eduardo henrique concordo com voce	0
Ugz5_LB4aRB2WnCBP4x4AaABAg	a midia brasileira e o capitalismo selvagem	0
UgykafxM7K9B8snHGix4AaABAg	a policia esta certa	1
UgyKs0j04AzI4byhnzV4AaABAg.9N8Jdnpbt5v9N9feabkwP1	thiago augusto na moral nao sei que favela tu mora  mas ai no jacarezinho bandido ja estava matando morador e sumindo com o corpo  voce acha que a populacao de la vai defender bandido e se preocupar se a policia vai invadir e derrubar bandido   ver seus filhos convivendo com traficante nas vielas na porta da  e sendo chamado para o trafico  querem mais e saber que uns foram embora e outros estao presos mesmo	1
Ugx5Zce0OlZ8AtRymct4AaABAg	foram ladroes que morreram se sim gracas a deus nao vao incomodar mais ninguem	1
UgyzdDFWFV887rtroPV4AaABAg	pra ser reporter deveriam aprender a ler primeiro esse que fala da noticia esta com alguma dificuldade para ler ou para falar	0
UgzoQ0LIFMtUZt1BRbd4AaABAg	fico triste por que morreram pouco na verdade ainda tem muitos la confrontem mais a policia para o resto de voces morrerem assim obs lamento a morte do pm somente isso os traficantes que morram todos	1
UgycKI0g1i1U8Pum_BZ4AaABAg	vitima nao  bandidos e traficantes 	1
UgyCOZgc7nAC6Q7fORl4AaABAg	parabens a policia  que mais operacoes dessas mandem mais vagabundos e bandidos pro colo do kpta	1
UgxEzM8hjbtncvXRU114AaABAg	ninguem deve se alegrar com a morte de ninguemcom certeza a maioria de voces nao sabe o que e morar em um favela ter a sua casa invadida mesmo sendo morador de bem isso e revoltante nao estou defendendo bandidos mas imagina voce tendo que sair de casa ainda de madrugada pra trabalhar com a sua mochila nas costas o voce acha que acontece se trombar com a policia vao dizer que voce era traficante ou que trocou tiros com a policia apenas porque voce e morador de favela jesus te ama	-1
UgyYFbqrwEK-HXCmIQZ4AaABAg	tem muita coisa oculta ai operacao do nd 25 mortos historia mal contada	-1
UgwalNEoxRUXdJlyYC54AaABAg	os lixos tem parentes aos montes	0
UgynO1EJn5cQe6cERJl4AaABAg	falou e disse mourao	0
Ugyiyi8aA8GqDRpq-9d4AaABAg	parabens policia so lamento por um policial morreu	1
UgzNDNji2vdEwGPIrDJ4AaABAg.9N0Qt4MNMf19N2WQzT1ZaY	lg da 99 concordo cr tem q fzr operacao na favela e la na brasilia nesses vagabundos de terno tambem slc mt corrupcao essa merda mas creio q vmos melhorar	1
UgzpDiYxCtKdf2ZGUX14AaABAg	tao matando moradores tmb	-1
UgxPksG7s2Ee6Z2Vnch4AaABAg.9N0dPAXHFrv9N17PCOE21Z	tem gnt que acha que foi 25 bandidos mortosvao achando saiu noticia aqui que fora 10 moradores o resto bandido	-1
UgwlWFvsrmozrNseuBh4AaABAg	a policia matou foi pouco	1
UgxIzL5z4IQUAYmwNs54AaABAg	vcs sabem na onde q da pra os videos sem sensura	0
UgyJMAfzyp3OI-92arN4AaABAg	quem viu o vulto nu video dos pm passa do correndo	0
UgySpkyx7LtMQp15iQF4AaABAg	parabens aos policias herois que nos livraram dos bandidos nossos sentimentos a tropa e sos familiares do policial morto na operacao calabocaimprensa nojenta	1
Ugy8zSnMBeX62ldBDoN4AaABAg	25 cpf cancelados a eu ele moooorreu ele moooorreu problema dele antes ele do que eu parabens policia meus sentimentos a familia do policial	1
UgwZDIr5_h2A9Fvef2J4AaABAg	estes reporter sao tristes dar palpite e mole quero ver resolver 	0
Ugy6eKWHuur6P62MaoR4AaABAg	gierreiro guerreiros ai  sim caveiras isso e que e policia eles morreram porque nao se entregaram a policia vai pra cumpri a lei e agem na legitima defesa que deus conforte a familia do policial 	1
UgzEbNHySYnPnDlE-jJ4AaABAg	reportagem lixoo	0
UgxKsmLNAs7Ch1CoTEl4AaABAg.9N1Ez416RPj9N2vG_-aH9G	pcky vc esta explicando a historia do seu ponto de vista que nao vive essa realidade pergunta pra mais alguem que more aqui na zona norte pra te falar como que realmente a realidade da maior parte da populacao por aqui	0
Ugx146Ot674d9ozOQDR4AaABAg	bandido bom e bandido morto fato	1
Ugwh24xTFt7sTFVxw_F4AaABAg	e so ver as fichas criminais dos bandidos que morreram	1
UgxvPxMjIwA9GaiMwEN4AaABAg	parabens aos policiais 	1
Ugw5mzr0cWalypJy49d4AaABAg	e so nao roubarmatar traficaraliciar menores ao trafico e a prostituicao que nao morreraosinto muito pela perda do policial andrese convertam os vagabundos vao pra igreja e saiam dessa vida satanas ceifou a vida deles	1
Ugwypvt6Th6QGowZ9K94AaABAg.9N1SNTsfANq9N2gIstON-u	patrick goncalves nao jovem existe o vicio e isso e algo que a pessoa nao consegue evitar ja que mexe com o psiquico da pessoa mesmo que ela saiba que faz mal e que ela pode morrer mesmo assim ela nao consegue parar de usar	0
UgxrsJXjT6M7zZPCq4N4AaABAg.9N8CC3cKz8l9N8Eg0i7-IT	sai dai robo   arruma uma foto melhor para o seu fake  	0
Ugz5Ef_aqsV-4QtzFWF4AaABAg	certicimo policial	1
UgwaMC0SwQB1fCny2fR4AaABAg	parabens aos policial  tem que matar essas praga msm e se tiver defendendo esses bandido de merda tem que morrer tbm	1
UgxPiqqUrWdImI7XfQp4AaABAg.9N1zdCn2W-o9N2Y5dnWt8j	fernando mota pq vc ta botando o nome de deus nisso	0
Ugy2fvReZ5ExPMOtaKF4AaABAg	parabens a policia militar e policia civil tem que matar esses bandidos malditos o stf nao so defende bandidos mais como liberta tambem lamento pela morte do policial da core descesse guerreiro	1
UgzZeM-9a00Y7_J6nex4AaABAg	ela tinha que defender os trabalhadoresmais isso nao convem ne 	0
UgzyOoMIH8yR2EWJK8d4AaABAg.9N0W2zE38-R9N0oVsbeDVp	sergio santos qual governo deu tudo isto q vc falou lula estadios no lugar de hospitais dois anos de educacao perdida neste governo devido a pandemia lula e dilma petrolao mensalao  todo tipo de corrupcao possivel agua no nordeste quem levou rodovias federais como a 163  40 anos pra ser concluidaquem fez menor taxa de juros da cx economica da historia quem conseguiu	0
Ugx6NbfFp9O1EpKNL2d4AaABAg	so bandidos	1
UgxEEhCdC8zyNOOq07B4AaABAg	ha um mes fui roubada levarao meu caminhao botaram uma arma na minha cabeca me jogaram dentro dum carro por 3 hs e meia eu q ja apoiava a policia depois de ter passado por isso agora dou meu total apoio so quem vive um medi desses sabe do q to falando	1
UgwaajaEey8ed9msJkx4AaABAg	ate que enfim uma boa noticia25 a menossinto muito pelo policial	1
Ugx2nPD9XbV4pg4bnB54AaABAg.9N0CGeImJa99N0H0TC9npM	alan mota e cara esses maconheiros sao muito gado	0
UgzBgyzBIr81iWSaIA14AaABAg	lamentavel a morte do  policial muita gente fala mal da globo com razao mas o que dizer da cnn	1
UgyyTfcfjZWY8qvKF7x4AaABAg.9N0P29FcnXB9N0eX8ErGQ7	canal do bn tem essa nao pow bandido ta pronto para matar tem que estar pronto para morrer sem misericordia	1
UgwPnvJGaDhmeGRwSxV4AaABAg.9N0di6GOI0W9N0hmycG784	cnn e uma merda  so tem pedaco de bosta nessa emissora	0
UgxEJbuXtYPODguWHvF4AaABAg	parabens aos policiais e meus sentimentos ao policial morto espero que tenha mais operacoes como esta mas sem nenhum policial morto	1
UgxeiFHEVdWT5beG73l4AaABAg	parabens a policia e minhas codulencia morte do heroi bandido q enfrentar a policia tem e q morrer msm	1
UgyX1Fs7HvXTUyWGar54AaABAg	tadinho o capeta cuida	1
UgyjaOQDJwE_8y4tsft4AaABAg	operacao enchuga gelo  o brasil nao tem plantacao de maconha essas drogas chegam de alguma forma e como dar dipirona para um pessoa com cancer ameniza os sintomas mas nao sana o problema  sintomas de um pais  de um estado ausente a vida toda desses jovens  que so aparece pra matar ou prender  quero ver uma  operacao para recrutar   jovens que  mora na periferia dando  uma chance de mudar de vida seja atraves do estudo ou do esporte e as ongs  que fazem esse papel sem sofrido com ataques do proprio estado  vai entender	-1
UgwySDlUxvlKg62w2mN4AaABAg	na janela as marcas da operacao policial mais letal isso e culpa dos bandidos nao dos pilantras muita sacanagem	1
UgwJ84LlY94eHSs2WTx4AaABAg.9N50c5S2fwn9NBoItGDoa4	mxfps1 tem muito mlk do morro q cresce sem mae e pai e so tem essa opcao pra sobreviver	0
Ugy6sPD-OGxj6Em5Frl4AaABAg	essa operacao deveria ser 25 por dia	1
UgyV0ZNQRkn54WoW3Jx4AaABAg.9N8D-ckQ06Q9N8KZL3btGu	deram muita asas agora a mamata acabou	0
UgwZ4Ybz-6Mbu7za2ZF4AaABAg.9N0eLgzxhsG9N0lEKA3dw6	ok papagaio	0
UgzO8rXA7NAXDKCBpGt4AaABAg	beleza job well done graca o deus policial brasil top	1
Ugx_TvW19vhnCyYamGJ4AaABAg	uol sempre tentando fazer a populacao ficar contra a policia o numero de mortos foi grande porque eram bandidos que guardavam o paiol onde a policia chegou e ate apreendeu missil a operacao da policia tambem desmantelou uma escola do trafico que treinava criancas de ate 13 anos para defenderem a favela da policia enquanto os traficantes saiam em seguranca  parabens a policia militar e meus sentimentos pelo policial morto	1
UgxI5dwijQKkjlt9-KJ4AaABAg.9N1R0IDVvsA9N1eEjsvxED	centro de saude fisica 09 que a policia civil cancele mais cpf de bandidos	1
UgyFRHU4xh3sc8HJXNZ4AaABAg	eu quero q morra mais criminosos e claro	1
UgyBZNp3xBCKDIHlirJ4AaABAg.9N0YBXJdqDM9N0noCFsUuW	sem nome uiui tem avatar de anime e acha q tem opiniao formada sobre qualquer coisa carluxo e vc	0
UgwDGcamH8IaXktzze94AaABAg	acho errado mata inocente mas os bandido e bala	1
Ugw_p_3OkT4kymKXDel4AaABAg	bandido bom e bandido morto	1
Ugxc31WMH_DGVkX42Mx4AaABAg.9N0UdHQbpdw9N0b_mOm06A	o meu comentario sobre a imprensa e stf ter empatia com ban dido o que a galera que zera a redacao do enem por nao  entender o tema principal  a mais a milicia  a mais os passageiros  a mas se jogassem uma bomba atomica na favela  	0
Ugz16fjRCYCe6fGQNy54AaABAg	gostei desse jornalista em falo a vdd	0
UgyXSItrpw-VXQhGyFB4AaABAg	policiais que mereciam ser considerados herois e a midia sempre os pintam como se fossem eles os verdadeiros contraventores a sociedade agora esta com menos 20 e poucos vagabundos e isso que importa	1
Ugw1feBk5xMiiNmKVSt4AaABAg	meus sentimentos a familia do policial assassinado e as vitimas do metro	1
UgxZX0Q3vnFwFwvmTux4AaABAg	parabens aos policiais fico triste pelo policial que morreu nessa operacao	1
UgxqYYXjurc4rA5Nz4Z4AaABAg	a policia tem que bota pra torarrrrrrrrr	1
UgxMPUHnCzpcXJezbwR4AaABAg	este comentarista e muito fraco	0
UgydgBwyxesfJC88ya54AaABAg.9N2DPEgnwly9N3BSz5acX8	era pra fazer uma operacao dessa todo dia so lamento a morte do policial	1
UgzayWmZZ956LsaJENR4AaABAg	eu sou brasileiro e estou a favor da policia	1
Ugw9bZOW7yZUiPRyPHN4AaABAg	bandido bom e bandido morto  parabens policia	1
Ugy-g7kkqirXj_sn8-l4AaABAg.9N0XUylwP5N9N37L_N3f4S	joaninha  quantos morrem que era morador de bem	0
Ugy-RglkNvwiJjp2ojd4AaABAg	que bom que tantas vitimas da sociedade se foram gracas a deus e que ele console a familia enlutada do policial heroico que perdeu sua vida	1
Ugwse1ZfO-dDESoA1xd4AaABAg	ta na hora do povo apoiar nossos herois policiais	1
UgzT9NkhtPBtqLOnf_x4AaABAg	parabens pra policia civil e militar do rio	1
UgzBcT5EShwNfHYMnZd4AaABAg	mataram poucos bandidos	1
UgwZT02L9c8AH__2m5t4AaABAg.9N0CZg7YcVn9N0O54HDO7Q	bianca santos engano meu nao vivo aqui tem uns 20 anos nunca fui assaltada ando na rua mexendo no celular vida normal	0
UgwJtAeyggffphfjMat4AaABAg.9N18lrNlmWq9N2Ijjew73D	marcos lima pqp e cada merda que a gente le nao internet	0
UgyQkDfzlW94cITDrPB4AaABAg	a midia nao vive a realidade	0
Ugw0xgEHt8laCvoudEl4AaABAg.9N16yezvLbU9N6aN-9VAyg	ellezety silva 	0
Ugw1e64LxIlTiIr4JYF4AaABAg	meus sentimentos a familia do guerreiro andreque deus o receba de bracos abertosmais um que perdeu a vida defendendo a sociedade	1
Ugx3zmT3q5znpBl2yYd4AaABAg	olha como a midia distorce a historia por isso os brasileiros sao desinformado e nao consegue formar uma opiniao propria	0
UgzLmAbV15uWCIhGtwF4AaABAg	rj cidade suja	0
UgzHiuSXWht8lXcbPXV4AaABAg	pra cada policial morto deveriam ser 50 bandidos mortos  e ponto	1
UgzaAXQS8QkUUBkM2Id4AaABAg	a favela mama fuzil de bandido e quando policia os mata elas batem asas revoltadas	1
Ugxj01c_G2_a_L-lAHp4AaABAg	vamos orar para que tenha mais operacoes como esta	1
UgwWLfZNvIAFJdZ-KJF4AaABAg.9N3APj2isgU9NADPxkgBU6	tarcisio jesus acho q se estava de fuzil na mao atirando na policia mereceu morrer independente do passado dele	1
UgxgckwSZdqNQOUtaGV4AaABAg	sao bandidos e o diabo os levouvitima foi o policial que infelizmente se foi e deus conforte a familia desse policial e proteja sempre os policiais que arriscam a vida confrontando com bandidos armados e muitas vezes levam a pior morrendo e perdendo a vida pra criminosos protegidos por quem nao presta	1
UgwMz7g64Tf3Amlj1it4AaABAg.9N0wbuYGICk9N1GsqmDprT	leve os monstros fardados para sua casa e quando eles tiverem com sede sangue q eles matem vc	-1
Ugy_cUiPwaO1L6AekTB4AaABAg	mataram foi pouco	1
UgxiEakUyVCrHDnPiDF4AaABAg.9N5kzZR_Db69N5liY-q-if	pode ser que vc seja muito criticado sim  mas o primeiro a comentar no seu comentario te diz que vc e livre para dar a sua opiniao seja ela igual ou diferente da minha parabens pela sua postura de se posicionar independente do que talvez pense a maioria quem e sensato respeita e vc tem o meu respeito	0
UgxhQgg-ZZbAhuqO2NB4AaABAg	se a policia civil matou 25 vagabundos imagina se fosse o  bope ou o exercito   acho que nao sobrava um   parabens pra policia e meus pesames a familia do nosso policial morto na operacao andre  vai com deus guerreiro	1
UgyZVe8lN3aO1VZbem54AaABAg	ainda morreu pouco so 25 por mim morria todos	1
UgyucF7WtRG80iDMmfF4AaABAg	viu seu faquim o que vc fez	0
UgwHDz_ZbvDWTYttsRJ4AaABAg	boa noite bacci deus abencoe bom descanso	0
UgyKFzhGR0sFo52AUT54AaABAg	sim sao criminosos fazendo o mal para a populacao de bem a anos mataram poucos vagabundos a pena foi que morreu um policial	1
UgxLw1Gw8MBmUvwsOwp4AaABAg	cobra o prejuizo na boca de fumo amor	0
UgyvMIx3OTd-5wlHXOJ4AaABAg.9N0eGoFcQa69N2x02-SEJK	cwb92ainda nao parou de fala besteira 	0
Ugzion-i7AxdwjfHISd4AaABAg.9N2eCbTtAnJ9N5I87r-M1u	renato mota satanas nao fala atraves de redes wi fi	0
UgxOtSFLABZGaOh41DR4AaABAg.9N0RnaWssHx9N0w4JDT3dU	moatheus verdade	0
Ugz3HR6mGetYSSWn6Vp4AaABAg	em 2020 foram mortas no brasil 60000 pessoas sendo 15 mil delasnas maos de policiais e tudo bandido ne a policia brasileira e considerada pela onu a mais violenta do mundo a frente de policiais de ditaduras africanas realmente e  uma pena matarem tao poucos policiais mas isso esta mudando pois o povo esta acordandonos proximos anos veremos o sangue dessa corporacao bandida pelas ruasaguardem havemos de fazer uma colheita	-1
UgxAmlpW_rhUqK98n6x4AaABAg.9N0CihK03Uj9N0DBf2-UCQ	e enterrado de cabeca pra baixo	0
UgwJ84LlY94eHSs2WTx4AaABAg.9N50c5S2fwn9NAweHbViJM	sazori ai e mentira irmao tenho 16 anos ja tive oportunidades metade dos meus amg foi para esse caminho hj faco meu jovem aprendiz comprei meu ps4 e ajudo minha mae sim o crime e um opcao	0
Ugx5T0m148f463aDkO54AaABAg	hoje nao ha dias isso acontece a policia deveria fazer isso mais vezes	1
Ugx7fIRhY4MXsJ9vGD14AaABAg	meus pesames a familia do soldado andre o unico executado nessa operacao	1
Ugz1vm1dUnqY--lfa3l4AaABAg	e a violencia dos bandidos tambem e revoltante ou nao	0
UgxWVj_5x9YQBxndfFt4AaABAg	tadinho do bandido culpa desses policiais opressor que combate o trafico e poem sua propria vida em risco para defender a sociedade	1
UgzF04RmdV4eVW9-atx4AaABAg	passando aqui so para corrigir titulo da materia core manda 24 bandidos para o inferno	1
UgzQ8lM0xjTfrqFWsIN4AaABAg	 parabens para o governo que sempre vez investimentos na educacao do pais trazendo esse extraordinario resultado	0
UgxHi0c3XPp8RmBjogx4AaABAg	parabens a policia  nossos herois  combatendo a bandidagem	1
UgymMSrKam5DJhwoAJZ4AaABAg.9N1pt_gWyDw9N1wPyXCCIv	stream bang bang   up	0
UgzA_pjhQUatByP4cXZ4AaABAg	como vao usar esse missel sem um lancador  102 mentira eua africa do sul alemanha russia teve um ricao que usou ate granada contra a policia kkkk esses reporteres sao uma piada jornalismo deveria ser curso tecnico nao facultativo	0
Ugx23tvZlt6c0zXy9CV4AaABAg	eu queria que matasse 25 mil vagabundos	1
UgxHON1Zpy2QjiPbRUF4AaABAg	como nao sou pessoa do bem mas sim pessoa do mal cultuo o capeta  entao fico feliz por esses vermes terem morrido  lamento pela morte do policial	1
UgxVL4VzbiqRx2qwbvx4AaABAg	24 bandidos que agiam de forma letal foram mortos tambem de forma letal	1
UgyOYTtX1nX-_AEhSSN4AaABAg.9N12N2Rc_GU9sm0_qla5G7	clecia martinsa marmita de noia sksksksksksk	0
UgzJgmSxgGpCXmtmi9t4AaABAg	bandido bom e bandido morto	1
Ugx8Vho8AP1nnm25RVd4AaABAg.9N0JYJ0qKqD9N0ilPOZXcT	alexander mendes vai enterrar de pe pra caber varios na mesma cova kkkkkkk	0
UgwzMCuZKD-zb12EOfh4AaABAg	o certo seria matar os traficantes que estao preso ia mandar um recado para os que tao fora	1
UgwJtAeyggffphfjMat4AaABAg.9N18lrNlmWq9N2PQwu5gzF	g g so so voce mesmo rsrsrsrs	0
Ugz1N_MTAk1ML8GWxX54AaABAg	precisa preparar o estado para combater os traficantes guerrilheiros	0
Ugx2Qq_FPHsCD3GbI814AaABAg	parabens aos policiais guerreiros otimo trabalho e que possam ter mais trabalho em prol de cidadaos de bens essa pagina so mostra bandido morto como coitadinhos poderiam mostrar o policial morto por vagabundos que so traz problema ao pais	1
UgyIT7jkuPA_5YA4NLx4AaABAg	meus pesames ao policial que morreu ja os traficantes eu desejo que queima nos quintos dos infernos traficantes e bando de ratos e vermes	1
UgyrSflHXrhiY86H3jN4AaABAg	engracado a policia so e boa quando morre policias em comfronto e bandido faz festa  mas quando manda 25 demonios pro inferno ai a policia e lixo	1
UgwIb4lns1y6vbebIM14AaABAg	otimo trabalho da policia  sinto so tristeza pela vida do guerreiro que foi abatida  que deus conforte o coracao da familia do policial  aos demais mortos  o destino de bandido e esse mesmo cadeia ou vala 	1
UgyEOOIBC1jE_DqJl_d4AaABAg	traficante que da tiro na policia nao e vitima inocente ou massacrado nao romantizem a criminalidade	1
UgwmuQ7jJIr62aoCGZ94AaABAg	teve ate media o soldado economizou a bala de fuzil que e cara e somos nos que pagamos e abateu o bandido na faca meus parabens guerreiro por mais herois assim	1
UgyIqRXQ_smbxck1Yt14AaABAg	o certo e operacao policial no jacare deixam 25 bandidos mortos	1
UgxCMQPR67iSxlL3ZrJ4AaABAg.9N0KhZr4AkK9N0NfJ8Lafr	d deimos concordo	0
Ugyq1M0rwJYv9ure2iV4AaABAg	tudo bandido	1
Ugxhk5_x73-CaPs2ltR4AaABAg	eu apoio a policia do brasil se esse pessoal estivesse numa igreja eles nao estariam mortos a midia aqui da europa tacou o pau na policia brasileira mas numa  banlieue  da franca  a policia nao tem nenhuma autoridade os bandidos tem liberdade a podridao do pais deles eles nao mostra	1
UgzIluA6jOuJ8xE7qJx4AaABAg	os caras tinham ate municao de artilharia 0100 kkkkk	0
UgzkF3-w-Jxyp-BVVs14AaABAg.9N21a5vlDyI9NKYSj42RTV	emershow primeiro eu nem sei que musico  e esse enquanto a menina de 9 anos e realmente triste porem e uma consequencia do combate ao crime organizado como o oficial pai de familia que morreu na operacao pare de ser doente e de citar coisas que nao tem nada haver com o assunto essa operacao so teve um inocente morto o policial resto era tudo criminoso foi confirmado e ponto final	1
UgzttECnIlQ4mRSFof54AaABAg	parabens policia muito bem	1
UgxBpE1vMeCzfTCvr2Z4AaABAg.9N0SUFMCE6x9N25LSn7ZL4	freezer bom dia sou mas realista do que  isso porem nao tenho a coragem de tirar  o sonho de uma crianca	0
Ugwypvt6Th6QGowZ9K94AaABAg.9N1SNTsfANq9N4FqSEU_ht	patrick goncalves africa do sul ja legalizou maconha	0
UgyyTfcfjZWY8qvKF7x4AaABAg.9N0P29FcnXB9N0nS0Ivfn-	putinista libertario mas se alguem te roubar chama quem ja q n gosta da policia da flores pro bandido krlh	0
UgzfnFGVrktzDhcax7V4AaABAg.9N0Zcc0DEIn9N2i9OK7_BS	kathlyn santos que ignorancia marmita calmaaa vc pode dar sua opiniao eu n kkk hipocrisia q fala aceita	0
UgzmsDn22QeP_z3P6Dx4AaABAg.9N3Sj3eweh09N8RyGxXmuu	kevin viana com fe em deus nn vejo a hora de andar no vale da morte guiado por meus salvador	0
UgxnslssTCEyNsLO02Z4AaABAg	quem defende bandido deveria leva los para casa	1
UgwFGjaHbKmwL_2ZNTp4AaABAg.9N0Bm5boXpo9N31kYQoapc	so faltou ela cante que pena ksksksk	0
UgyD5chE_eVH1gbb9DB4AaABAg.9N15EsfQSNT9N1iP0CrTVD	se tivessem matado esses bandidos no ninho nao teria morrido o policial tem que matar na primeira vez que vai preso pena de morte urgente tao acabando com a liberdade e a economia das pessoas de bem 	1
UgylVntxdNpxinO0nkZ4AaABAg	amo meus policias  tinha q ter matado uns 50	1
Ugzion-i7AxdwjfHISd4AaABAg.9N2eCbTtAnJ9N5pWW6Br5u	jv 1917 quem tirou as vidas foram os ze droguinhas que bancam o trafico	1
Ugy1adUjDSRPQSZmoct4AaABAg	entao vai la resolver  e dialogar com os bandidos sozinha e  reclamam tanto mas nao se colocam no lugar dos policiais que estao la arriscando as vidas para proteger a populacao desses ladroes ridiculos   e os coitados ainda tem que escutar depois essa governomidia nao prestam mesmo	1
UgyD5chE_eVH1gbb9DB4AaABAg.9N15EsfQSNT9N69z4VmQ1F	tudoemais esqueca esse odio e mame no seu namoradinho	0
UgxdHpgjni8WFRmNufV4AaABAg	o problema no rj e antigo e so acabara com a morte desses criminosos  infelizmente	1
UgxtIJdZ_Kz1zcvK3kN4AaABAg	podi ter isso toda semana	1
UgwbHI2oVfCTTm7rs9l4AaABAg.9N16OnaRasL9N52SEFHBs5	isso mesmo quem tem pena que alugue um quarto e va morar com eles	1
UgyjFQaY5Jnd5P8n3T14AaABAg.9N0M4lVZFac9N2dmz-femp	henrique bortolotti credooo mano jsjsj ainda bem q sou do sul tu e do rio meu galo	0
UgzfnFGVrktzDhcax7V4AaABAg.9N0Zcc0DEIn9N0poLJDJo2	certinho isso mesmo vc esqueceu dos politicos corruptos tbm	0
Ugwv_ZL0n_HZoQRru2V4AaABAg	parabens para a policia	1
Ugzqmn2LbtcL1bo4v-V4AaABAg	bom demais ver bandido morto	1
UgyOPTc58sHwlgxR_KV4AaABAg	eu nao sei que terror ha quando a policia mata 24 vagabundos	1
UgwhZ_eHgA2TeXE_Uy54AaABAg	otima operacao parabens aos policiais	1
UgyA7pA6TyDeHGSHpup4AaABAg	que esses vagabundos se fodam no inferno e que os herois que morreram em campo de guerra estejam ao lado de meu deus amem	1
UgyeG3zrlrEcBlBw5VN4AaABAg	menos 25 votos pro lula em 2022	0
UgwMZ06o5xhQO8vT-WB4AaABAg	tem q executar mesmo nao tem q deixar vivo	1
Ugzzh5mVIgxlL4NAWE54AaABAg.9N5pd8tkCs49N6Kb4Q4OWg	olha ai o catador de likes	0
UgyBZNp3xBCKDIHlirJ4AaABAg	os caras se matam aos milhares entre eles mesmos cagando e andando se so 25 deles morreram pra policia	1
UgwMrLG9cAhn_xR6s3d4AaABAg.9N0BfpHVucn9N0GmzdeO-n	ruan manoel  negocio e tenso no rio de janeiro acho que essa guerra nunca vai acabar	0
Ugx6vtSYe0XcDoVIMxt4AaABAg	policial andre farias foi a unica morte que me deixou triste	1
UgwwSG4fTiHWC781HBx4AaABAg.9N4sjHP0TNy9N55R742bLn	tomara que a faxina nao termine tem que ter duas vezes por semana otimo trabalho militares rj aco      seeelvaa	1
